Exchange,Token,LotSize,Symbol,TradingSymbol,Instrument,TickSize,Unnamed: 7,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
NSE,21362,1,SALASAR,SALASAR-EQ,EQ,0.01,,Salasar Techno Engineering Limited,EQ,25-JUL-2017,1,1,INE170V01027,1
NSE,13255,1,SAKUMA,SAKUMA-BE,BE,0.01,,Sakuma Exports Limited,BE,08-MAR-2006,1,1,INE190H01024,1
NSE,11794,1,SAKSOFT,SAKSOFT-EQ,EQ,0.05,,Saksoft Limited,EQ,09-MAY-2005,1,1,INE667G01023,1
NSE,2969,1,SAKHTISUG,SAKHTISUG-EQ,EQ,0.01,,Sakthi Sugars Limited,EQ,06-SEP-1995,10,1,INE623A01011,10
NSE,9539,1,SAKAR,SAKAR-EQ,EQ,0.05,,Sakar Healthcare Limited,EQ,11-APR-2019,10,1,INE732S01012,10
NSE,2963,1,SAIL,SAIL-EQ,EQ,0.01,,Steel Authority of India Limited,EQ,06-JUL-1995,10,1,INE114A01011,10
NSE,14900,1,SAHYADRI,SAHYADRI-EQ,EQ,0.05,,Sahyadri Industries Limited,EQ,06-APR-2023,10,1,INE280H01015,10
NSE,13689,1,SAH,SAH-EQ,EQ,0.01,,Sah Polymers Limited,EQ,12-JAN-2023,10,1,INE035801013,10
NSE,14068,1,SAGCEM,SAGCEM-EQ,EQ,0.01,,Sagar Cements Limited,EQ,29-JAN-2007,2,1,INE229C01021,2
NSE,8176,1,SAGARDEEP,SAGARDEEP-BE,BE,0.01,,Sagardeep Alloys Limited,BE,25-JAN-2019,10,1,INE976T01013,10
NSE,13035,1,SAFARI,SAFARI-EQ,EQ,0.05,,Safari Industries (India) Limited,EQ,12-SEP-2019,2,1,INE429E01023,2
NSE,15343,1,SADHNANIQ,SADHNANIQ-EQ,EQ,0.01,,Sadhana Nitrochem Limited,EQ,05-MAY-2023,1,1,INE888C01040,1
NSE,10622,1,SADBHIN,SADBHIN-BE,BE,0.01,,Sadbhav Infrastructure Project Limited,BE,16-SEP-2015,10,1,INE764L01010,10
NSE,13236,1,SADBHAV,SADBHAV-EQ,EQ,0.01,,Sadbhav Engineering Limited,EQ,01-MAR-2006,1,1,INE226H01026,1
NSE,23367,1,SABTNL,SABTNL-BE,BE,0.05,,Sri Adhikari Brothers Television Network Limited,BE,01-APR-2024,10,1,INE416A01044,10
NSE,18501,1,SABEVENTS,SABEVENTS-BE,BE,0.01,,Sab Events & Governance Now Media Limited,BE,15-SEP-2016,10,1,INE860T01019,10
NSE,8733,1,S&SPOWER,S&SPOWER-BE,BE,0.05,,S&S Power Switchgears Limited,BE,27-SEP-1995,10,1,INE902B01017,10
NSE,9552,1,RVNL,RVNL-EQ,EQ,0.05,,Rail Vikas Nigam Limited,EQ,11-APR-2019,10,1,INE415G01027,10
NSE,1572,1,RVHL,RVHL-BE,BE,0.01,,Ravinder Heights Limited,BE,18-DEC-2020,1,1,INE09E501017,1
NSE,12219,1,RUSTOMJEE,RUSTOMJEE-EQ,EQ,0.05,,Keystone Realtors Limited,EQ,24-NOV-2022,10,1,INE263M01029,10
NSE,24595,1,RUSHIL,RUSHIL-EQ,EQ,0.01,,Rushil Decor Limited,EQ,07-JUL-2011,1,1,INE573K01025,1
NSE,25724,1,RUPA,RUPA-EQ,EQ,0.05,,Rupa & Company Limited,EQ,07-DEC-2011,1,1,INE895B01021,1
NSE,13821,1,RUCHIRA,RUCHIRA-EQ,EQ,0.01,,Ruchira Papers Limited,EQ,20-DEC-2006,10,1,INE803H01014,10
NSE,8423,1,RUCHINFRA,RUCHINFRA-BE,BE,0.01,,Ruchi Infrastructure Limited,BE,16-OCT-1996,1,1,INE413B01023,1
NSE,2939,1,RUBYMILLS,RUBYMILLS-EQ,EQ,0.05,,The Ruby Mills Limited,EQ,29-MAR-1995,5,1,INE301D01026,5
NSE,24730,1,RUBFILA,RUBFILA-EQ,EQ,0.01,,Rubfila International Limited,EQ,08-AUG-2024,5,1,INE642C01025,5
NSE,17520,1,RTNPOWER,RTNPOWER-EQ,EQ,0.01,,RattanIndia Power Limited,BE,30-OCT-2009,10,1,INE399K01017,10
NSE,27297,1,RTNINDIA,RTNINDIA-EQ,EQ,0.01,,RattanIndia Enterprises Limited,EQ,30-JUL-2012,2,1,INE834M01019,2
NSE,13414,1,RSYSTEMS,RSYSTEMS-EQ,EQ,0.05,,R Systems International Limited,EQ,26-APR-2006,1,1,INE411H01032,1
NSE,2794,1,RSWM,RSWM-EQ,EQ,0.01,,RSWM Limited,EQ,15-FEB-1995,10,1,INE611A01016,10
NSE,8426,1,RSSOFTWARE,RSSOFTWARE-BE,BE,0.05,,R. S. Software (India) Limited,BE,19-MAY-1999,5,1,INE165B01029,5
NSE,18566,1,RRKABEL,RRKABEL-EQ,EQ,0.05,,R R Kabel Limited,EQ,20-SEP-2023,5,1,INE777K01022,5
NSE,22670,1,RPTECH,RPTECH-EQ,EQ,0.05,,Rashi Peripherals Limited,EQ,14-FEB-2024,5,1,INE0J1F01024,5
NSE,8119,1,RPSGVENT,RPSGVENT-EQ,EQ,0.05,,RPSG VENTURES LIMITED,EQ,25-JAN-2019,10,1,INE425Y01011,10
NSE,6913,1,RPPL,RPPL-EQ,EQ,0.01,,Rajshree Polypack Limited,EQ,26-NOV-2021,10,1,INE760W01015,10
NSE,20764,1,RPPINFRA,RPPINFRA-BE,BE,0.01,,R.P.P. Infra Projects Limited,BE,06-DEC-2010,10,1,INE324L01013,10
NSE,15259,1,RPOWER,RPOWER-EQ,EQ,0.01,,Reliance Power Limited,EQ,11-FEB-2008,10,1,INE614G01033,10
NSE,16725,1,RPGLIFE,RPGLIFE-EQ,EQ,0.05,,RPG Life Sciences Limited,EQ,10-JUN-2008,8,1,INE105J01010,8
NSE,24735,1,RPEL,RPEL-EQ,EQ,0.05,,Raghav Productivity Enhancers Limited,EQ,08-AUG-2024,10,1,INE912T01018,10
NSE,128,1,ROUTE,ROUTE-EQ,EQ,0.05,,ROUTE MOBILE LIMITED,EQ,21-SEP-2020,10,1,INE450U01017,10
NSE,9049,1,ROTO,ROTO-EQ,EQ,0.05,,Roto Pumps Limited,EQ,21-APR-2022,2,1,INE535D01029,2
NSE,28913,1,ROSSELLIND,ROSSELLIND-EQ,EQ,0.05,,Rossell India Limited,EQ,25-SEP-2012,2,1,INE847C01020,2
NSE,19410,1,ROSSARI,ROSSARI-EQ,EQ,0.05,,Rossari Biotech Limited,EQ,23-JUL-2020,2,1,INE02A801020,2
NSE,359,1,ROML,ROML-EQ,EQ,0.01,,Raj Oil Mills Limited,EQ,06-OCT-2020,10,1,INE294G01026,10
NSE,19108,1,ROLLT,ROLLT-BE,BE,0.01,,Rollatainers Limited,BE,22-NOV-2016,1,1,INE927A01040,1
NSE,5279,1,ROLEXRINGS,ROLEXRINGS-EQ,EQ,0.05,,Rolex Rings Limited,EQ,09-AUG-2021,10,1,INE645S01016,10
NSE,13182,1,ROHLTD,ROHLTD-EQ,EQ,0.05,,Royal Orchid Hotels Limited,EQ,06-FEB-2006,10,1,INE283H01019,10
NSE,11975,1,RML,RML-EQ,EQ,0.05,,Rane (Madras) Limited,EQ,30-AUG-2005,10,1,INE050H01012,10
NSE,23043,1,RKSWAMY,RKSWAMY-EQ,EQ,0.05,,R K Swamy Limited,EQ,12-MAR-2024,5,1,INE0NQ801033,5
NSE,11411,1,RKFORGE,RKFORGE-EQ,EQ,0.05,,Ramkrishna Forgings Limited,EQ,05-MAY-2004,2,1,INE399G01023,2
NSE,1553,1,RKEC,RKEC-BE,BE,0.01,,RKEC Projects Limited,BE,18-DEC-2020,10,1,INE786W01010,10
NSE,20954,1,RKDL,RKDL-BE,BE,0.01,,Ravi Kumar Distilleries Limited,BE,27-DEC-2010,10,1,INE722J01012,10
NSE,3761,1,RITES,RITES-EQ,EQ,0.05,,RITES Limited,EQ,02-JUL-2018,10,1,INE320J01015,10
NSE,8944,1,RITCO,RITCO-EQ,EQ,0.05,,Ritco Logistics Limited,EQ,12-APR-2022,10,1,INE01EG01016,10
NSE,18417,1,RISHABH,RISHABH-EQ,EQ,0.05,,Rishabh Instruments Limited,EQ,11-SEP-2023,10,1,INE0N2P01017,10
NSE,2912,1,RIIL,RIIL-EQ,EQ,0.05,,Reliance Industrial Infrastructure Limited,EQ,29-NOV-1995,10,1,INE046A01015,10
NSE,2909,1,RICOAUTO,RICOAUTO-EQ,EQ,0.01,,Rico Auto Industries Limited,EQ,12-MAY-2003,1,1,INE209B01025,1
NSE,15162,1,RHL,RHL-BE,BE,0.01,,Robust Hotels Limited,BE,25-APR-2023,10,1,INE508K01013,10
NSE,31163,1,RHIM,RHIM-EQ,EQ,0.05,,RHI MAGNESITA INDIA LIMITED,EQ,12-MAR-2012,1,1,INE743M01012,1
NSE,21733,1,RHFL,RHFL-EQ,EQ,0.01,,Reliance Home Finance Limited,EQ,22-SEP-2017,10,1,INE217K01011,10
NSE,15129,1,RGL,RGL-EQ,EQ,0.01,,Renaissance Global Limited,EQ,12-DEC-2007,2,1,INE722H01024,2
NSE,24147,1,RETAIL,RETAIL-BE,BE,0.01,,JHS Svendgaard Retail Ventures Limited,BE,26-JUN-2024,10,1,INE03DD01011,10
NSE,20323,1,RESPONIND,RESPONIND-EQ,EQ,0.05,,Responsive Industries Limited,EQ,29-OCT-2010,1,1,INE688D01026,1
NSE,13126,1,REPRO,REPRO-EQ,EQ,0.05,,Repro India Limited,EQ,22-DEC-2005,10,1,INE461B01014,10
NSE,1480,1,REPL,REPL-EQ,EQ,0.01,,Rudrabhishek Enterprises Limited,EQ,14-DEC-2020,10,1,INE364Z01019,10
NSE,29598,1,REPCOHOME,REPCOHOME-EQ,EQ,0.05,,Repco Home Finance Limited,EQ,01-APR-2013,10,1,INE612J01015,10
NSE,12026,1,RENUKA,RENUKA-EQ,EQ,0.01,,Shree Renuka Sugars Limited,EQ,31-OCT-2005,1,1,INE087H01022,1
NSE,3965,1,REMSONSIND,REMSONSIND-EQ,EQ,0.01,,Remsons Industries Limited,EQ,31-JAN-1996,2,1,INE474C01023,2
NSE,24596,1,RELTD,RELTD-EQ,EQ,0.01,,Ravindra Energy Limited,EQ,30-JUL-2024,10,1,INE206N01018,10
NSE,553,1,RELINFRA,RELINFRA-EQ,EQ,0.01,,Reliance Infrastructure Limited,EQ,08-FEB-1995,10,1,INE036A01016,10
NSE,15068,1,RELIGARE,RELIGARE-EQ,EQ,0.05,,Religare Enterprises Limited,EQ,21-NOV-2007,10,1,INE621H01010,10
NSE,2885,1,RELIANCE,RELIANCE-EQ,EQ,0.05,,Reliance Industries Limited,EQ,29-NOV-1995,10,1,INE002A01018,10
NSE,24380,1,RELIABLE,RELIABLE-BE,BE,0.01,,Reliable Data Services Limited,BE,10-JUL-2024,10,1,INE375Y01018,10
NSE,9652,1,RELCHEMQ,RELCHEMQ-EQ,EQ,0.01,,Reliance Chemotex Industries Limited,EQ,25-MAY-2022,10,1,INE750D01016,10
NSE,24225,1,RELAXO,RELAXO-EQ,EQ,0.05,,Relaxo Footwears Limited,EQ,17-JUN-2011,1,1,INE131B01039,1
NSE,9051,1,REGENCERAM,REGENCERAM-BE,BE,0.01,,Regency Ceramics Limited,BE,05-JUN-1996,10,1,INE277C01012,10
NSE,17764,1,REFEX,REFEX-EQ,EQ,0.05,,Refex Industries Limited,EQ,03-DEC-2009,2,1,INE056I01025,2
NSE,17859,1,REDTAPE,REDTAPE-EQ,EQ,0.05,,Redtape Limited,EQ,11-AUG-2023,2,1,INE0LXT01019,2
NSE,14255,1,REDINGTON,REDINGTON-EQ,EQ,0.01,,Redington Limited,EQ,15-FEB-2007,2,1,INE891D01026,2
NSE,15355,1,RECLTD,RECLTD-EQ,EQ,0.05,,REC Limited,EQ,12-MAR-2008,10,1,INE020B01018,10
NSE,2866,1,RCF,RCF-EQ,EQ,0.01,,Rashtriya Chemicals and Fertilizers Limited,EQ,07-JAN-1998,10,1,INE027A01015,10
NSE,20893,1,RBZJEWEL,RBZJEWEL-BE,BE,0.01,,RBZ Jewellers Limited,BE,27-DEC-2023,10,1,INE0PEQ01016,10
NSE,18391,1,RBLBANK,RBLBANK-EQ,EQ,0.01,,RBL Bank Limited,EQ,31-AUG-2016,10,1,INE976G01028,10
NSE,16749,1,RBL,RBL-BE,BE,0.05,,Rane Brake Lining Limited,EQ,20-JUN-2008,10,1,INE244J01017,10
NSE,1494,1,RBA,RBA-EQ,EQ,0.01,,Restaurant Brands Asia Limited,EQ,14-DEC-2020,10,1,INE07T201019,10
NSE,25075,1,RAYMONDLSL,RAYMONDLSL-BE,BE,0.05,,Raymond Lifestyle Limited,BE,05-SEP-2024,2,1,INE02ID01020,2
NSE,2859,1,RAYMOND,RAYMOND-EQ,EQ,0.05,,Raymond Limited,EQ,18-OCT-1995,10,1,INE301A01014,10
NSE,18424,1,RATNAVEER,RATNAVEER-BE,BE,0.01,,Ratnaveer Precision Engineering Limited,BE,11-SEP-2023,10,1,INE05CZ01011,10
NSE,13451,1,RATNAMANI,RATNAMANI-EQ,EQ,0.05,,Ratnamani Metals & Tubes Limited,EQ,09-MAY-2006,2,1,INE703B01027,2
NSE,7177,1,RATEGAIN,RATEGAIN-EQ,EQ,0.05,,Rategain Travel Technologies Limited,EQ,17-DEC-2021,1,1,INE0CLI01024,1
NSE,2844,1,RANEHOLDIN,RANEHOLDIN-EQ,EQ,0.05,,Rane Holdings Limited,EQ,24-SEP-1997,10,1,INE384A01010,10
NSE,16755,1,RANEENGINE,RANEENGINE-BE,BE,0.05,,Rane Engine Valve Limited,BE,24-JUN-2008,10,1,INE222J01013,10
NSE,2837,1,RANASUG,RANASUG-EQ,EQ,0.01,,Rana Sugars Limited,EQ,24-FEB-2005,10,1,INE625B01014,10
NSE,10485,1,RAMRAT,RAMRAT-EQ,EQ,0.05,,Ram Ratna Wires Limited,EQ,29-JUL-2022,5,1,INE207E01023,5
NSE,20134,1,RAMKY,RAMKY-EQ,EQ,0.05,,Ramky Infrastructure Limited,EQ,08-OCT-2010,10,1,INE874I01013,10
NSE,7851,1,RAMCOSYS,RAMCOSYS-EQ,EQ,0.05,,Ramco Systems Limited,EQ,12-APR-2000,10,1,INE246B01019,10
NSE,4587,1,RAMCOIND,RAMCOIND-EQ,EQ,0.01,,Ramco Industries Limited,EQ,06-NOV-1996,1,1,INE614A01028,1
NSE,2043,1,RAMCOCEM,RAMCOCEM-EQ,EQ,0.05,,The Ramco Cements Limited,EQ,09-APR-1997,1,1,INE331A01037,1
NSE,10300,1,RAMASTEEL,RAMASTEEL-EQ,EQ,0.01,,Rama Steel Tubes Limited,EQ,19-AUG-2015,1,1,INE230R01035,1
NSE,10568,1,RAMAPHO,RAMAPHO-EQ,EQ,0.01,,Rama Phosphates Limited,EQ,05-AUG-2022,10,1,INE809A01024,10
NSE,13565,1,RAMANEWS,RAMANEWS-EQ,EQ,0.01,,Shree Rama Newsprint Limited,EQ,20-SEP-2006,10,1,INE278B01020,10
NSE,2816,1,RALLIS,RALLIS-EQ,EQ,0.05,,Rallis India Limited,EQ,01-APR-1999,1,1,INE613A01020,1
NSE,14407,1,RAJTV,RAJTV-BE,BE,0.01,,Raj Television Network Limited,BE,16-MAR-2007,5,1,INE952H01027,5
NSE,2809,1,RAJSREESUG,RAJSREESUG-EQ,EQ,0.01,,Rajshree Sugars & Chemicals Limited,EQ,29-MAR-1995,10,1,INE562B01019,10
NSE,8428,1,RAJRILTD,RAJRILTD-BE,BE,0.01,,Raj Rayon Industries Limited,BE,16-MAR-2022,1,1,INE533D01032,1
NSE,18962,1,RAJRATAN,RAJRATAN-EQ,EQ,0.05,,Rajratan Global Wire Limited,EQ,22-MAY-2020,2,1,INE451D01029,2
NSE,2168,1,RAJMET,RAJMET-EQ,EQ,0.01,,Rajnandini Metal Limited,EQ,16-FEB-2021,1,1,INE00KV01022,1
NSE,7401,1,RAJESHEXPO,RAJESHEXPO-EQ,EQ,0.05,,Rajesh Exports Limited,EQ,09-FEB-2000,1,1,INE343B01030,1
NSE,9408,1,RAINBOW,RAINBOW-EQ,EQ,0.05,,Rainbow Childrens Medicare Limited,EQ,10-MAY-2022,10,1,INE961O01016,10
NSE,15337,1,RAIN,RAIN-EQ,EQ,0.01,,Rain Industries Limited,EQ,03-MAR-2008,2,1,INE855B01025,2
NSE,2431,1,RAILTEL,RAILTEL-EQ,EQ,0.05,,Railtel Corporation Of India Limited,EQ,26-FEB-2021,10,1,INE0DD101019,10
NSE,15082,1,RADIOCITY,RADIOCITY-P1,P1,0.05,,Music Broadcast Limited,EQ,17-MAR-2017,2,1,INE919I01024,2
NSE,19877,1,RADIOCITY,RADIOCITY-EQ,EQ,0.01,,Music Broadcast Limited,EQ,17-MAR-2017,2,1,INE919I01024,2
NSE,10990,1,RADICO,RADICO-EQ,EQ,0.05,,Radico Khaitan Limited,EQ,18-JUN-2003,2,1,INE944F01028,2
NSE,13580,1,RADIANTCMS,RADIANTCMS-EQ,EQ,0.01,,Radiant Cash Management Services Limited,EQ,04-JAN-2023,1,1,INE855R01021,1
NSE,10343,1,RADHIKAJWE,RADHIKAJWE-EQ,EQ,0.01,,Radhika Jeweltech Limited,EQ,18-JUL-2022,2,1,INE583V01021,2
NSE,15391,1,RACE,RACE-EQ,EQ,0.05,,Race Eco Chain Limited,EQ,09-MAY-2023,10,1,INE084Q01012,10
NSE,13116,1,QUICKHEAL,QUICKHEAL-EQ,EQ,0.05,,Quick Heal Technologies Limited,EQ,18-FEB-2016,10,1,INE306L01010,10
NSE,17704,1,QUESS,QUESS-EQ,EQ,0.05,,Quess Corp Limited,EQ,12-JUL-2016,10,1,INE615P01015,10
NSE,18250,1,PYRAMID,PYRAMID-EQ,EQ,0.01,,Pyramid Technoplast Limited,EQ,29-AUG-2023,10,1,INE0MIS01010,10
NSE,23142,1,PVSL,PVSL-EQ,EQ,0.01,,Popular Vehicles and Services Limited,EQ,19-MAR-2024,2,1,INE772T01024,2
NSE,13147,1,PVRINOX,PVRINOX-EQ,EQ,0.05,,PVR INOX Limited,EQ,04-JAN-2006,10,1,INE191H01014,10
NSE,6273,1,PVP,PVP-BE,BE,0.01,,PVP Ventures Limited,BE,03-APR-1996,10,1,INE362A01016,10
NSE,14926,1,PURVA,PURVA-BE,BE,0.05,,Puravankara Limited,BE,30-AUG-2007,5,1,INE323I01011,5
NSE,4344,1,PUNJABCHEM,PUNJABCHEM-EQ,EQ,0.05,,Punjab Chemicals & Crop Protection Limited,EQ,08-MAR-2007,10,1,INE277B01014,10
NSE,14101,1,PTL,PTL-EQ,EQ,0.01,,PTL Enterprises Limited,EQ,29-JAN-2007,1,1,INE034D01049,1
NSE,16690,1,PTCIL,PTCIL-BE,BE,0.05,,PTC Industries Limited,BE,09-JUN-2023,10,1,INE596F01018,10
NSE,11355,1,PTC,PTC-EQ,EQ,0.01,,PTC India Limited,EQ,07-APR-2004,10,1,INE877F01012,10
NSE,20877,1,PSPPROJECT,PSPPROJECT-EQ,EQ,0.05,,PSP Projects Limited,EQ,29-MAY-2017,10,1,INE488V01015,10
NSE,21001,1,PSB,PSB-EQ,EQ,0.01,,Punjab & Sind Bank,EQ,30-DEC-2010,10,1,INE608A01012,10
NSE,20527,1,PRUDMOULI,PRUDMOULI-EQ,EQ,0.01,,Prudential Sugar Corporation Limited,EQ,10-MAY-1995,10,100,INE024D01016,10
NSE,9553,1,PRUDENT,PRUDENT-EQ,EQ,0.05,,Prudent Corporate Advisory Services Limited,EQ,20-MAY-2022,5,1,INE00F201020,5
NSE,2739,1,PRSMJOHNSN,PRSMJOHNSN-EQ,EQ,0.01,,Prism Johnson Limited,EQ,20-AUG-2003,10,1,INE010A01011,10
NSE,28859,1,PROZONER,PROZONER-EQ,EQ,0.01,,Prozone Realty Limited,EQ,12-SEP-2012,2,1,INE195N01013,2
NSE,8825,1,PRIVISCL,PRIVISCL-EQ,EQ,0.05,,Privi Speciality Chemicals Limited,EQ,08-MAY-2015,10,1,INE959A01019,10
NSE,5292,1,PRITIKAUTO,PRITIKAUTO-EQ,EQ,0.01,,Pritika Auto Industries Limited,EQ,10-AUG-2021,2,1,INE583R01029,2
NSE,8304,1,PRITI,PRITI-EQ,EQ,0.01,,Priti International Limited,EQ,02-MAR-2022,10,1,INE974Z01015,10
NSE,16045,1,PRINCEPIPE,PRINCEPIPE-EQ,EQ,0.05,,Prince Pipes And Fittings Limited,EQ,30-DEC-2019,10,1,INE689W01016,10
NSE,11864,1,PRIMESECU,PRIMESECU-EQ,EQ,0.05,,Prime Securities Limited,EQ,17-JUN-2005,5,1,INE032B01021,5
NSE,19631,1,PRICOLLTD,PRICOLLTD-EQ,EQ,0.05,,Pricol Limited,EQ,10-FEB-2017,1,1,INE726V01018,1
NSE,20302,1,PRESTIGE,PRESTIGE-EQ,EQ,0.05,,Prestige Estates Projects Limited,EQ,27-OCT-2010,10,1,INE811K01011,10
NSE,3908,1,PREMIERPOL,PREMIERPOL-EQ,EQ,0.01,,Premier Polyfilm Limited,EQ,13-DEC-1995,5,1,INE309M01012,5
NSE,25049,1,PREMIERENE,PREMIERENE-EQ,EQ,0.05,,Premier Energies Limited,EQ,03-SEP-2024,1,1,INE0BS701011,1
NSE,6248,1,PREMIER,PREMIER-BE,BE,0.01,,Premier Limited,BE,03-APR-1996,10,1,INE342A01018,10
NSE,17415,1,PREMEXPLN,PREMEXPLN-BE,BE,0.05,,Premier Explosives Limited,BE,17-JUN-2016,2,1,INE863B01029,2
NSE,2717,1,PRECWIRE,PRECWIRE-EQ,EQ,0.01,,Precision Wires India Limited,EQ,06-SEP-1995,1,1,INE372C01037,1
NSE,5884,1,PRECOT,PRECOT-BE,BE,0.05,,Precot Limited,BE,19-AUG-2005,10,1,INE283A01014,10
NSE,12603,1,PRECAM,PRECAM-EQ,EQ,0.01,,Precision Camshafts Limited,EQ,08-FEB-2016,10,1,INE484I01029,10
NSE,1216,1,PRAXIS,PRAXIS-BE,BE,0.01,,Praxis Home Retail Limited,BE,31-JAN-2018,5,1,INE546Y01022,5
NSE,19603,1,PRAKASHSTL,PRAKASHSTL-BE,BE,0.01,,Prakash Steelage Limited,BE,25-AUG-2010,1,1,INE696K01024,1
NSE,2708,1,PRAKASH,PRAKASH-EQ,EQ,0.01,,Prakash Industries Limited,EQ,10-MAY-1995,10,1,INE603A01013,10
NSE,2705,1,PRAJIND,PRAJIND-EQ,EQ,0.05,,Praj Industries Limited,EQ,11-OCT-1995,2,1,INE074A01025,2
NSE,13945,1,PRAENG,PRAENG-BE,BE,0.01,,Prajay Engineers Syndicate Limited,BE,02-JAN-2007,10,1,INE505C01016,10
NSE,11571,1,PPLPHARMA,PPLPHARMA-EQ,EQ,0.01,,Piramal Pharma Limited,EQ,19-OCT-2022,10,1,INE0DK501011,10
NSE,10297,1,PPL,PPL-EQ,EQ,0.05,,Prakash Pipes Limited,EQ,14-JUN-2019,10,1,INE050001010,10
NSE,15209,1,PPAP,PPAP-EQ,EQ,0.01,,PPAP Automotive Limited,EQ,11-JAN-2008,10,1,INE095I01015,10
NSE,10473,1,POWERMECH,POWERMECH-EQ,EQ,0.05,,Power Mech Projects Limited,EQ,26-AUG-2015,10,1,INE211R01019,10
NSE,18457,1,POWERINDIA,POWERINDIA-EQ,EQ,0.05,,Hitachi Energy India Limited,EQ,30-MAR-2020,2,1,INE07Y701011,2
NSE,14977,1,POWERGRID,POWERGRID-EQ,EQ,0.05,,Power Grid Corporation of India Limited,EQ,05-OCT-2007,10,1,INE752E01010,10
NSE,11403,1,POONAWALLA,POONAWALLA-EQ,EQ,0.05,,Poonawalla Fincorp Limited,EQ,27-APR-2004,2,1,INE511C01022,2
NSE,10661,1,PONNIERODE,PONNIERODE-EQ,EQ,0.05,,Ponni Sugars (Erode) Limited,EQ,16-APR-2002,10,1,INE838E01017,10
NSE,2687,1,POLYPLEX,POLYPLEX-EQ,EQ,0.05,,Polyplex Corporation Limited,EQ,11-APR-2003,10,1,INE633B01018,10
NSE,25718,1,POLYMED,POLYMED-EQ,EQ,0.05,,Poly Medicure Limited,EQ,07-DEC-2011,5,1,INE205C01021,5
NSE,9590,1,POLYCAB,POLYCAB-EQ,EQ,0.05,,Polycab India Limited,EQ,16-APR-2019,10,1,INE455K01017,10
NSE,6656,1,POLICYBZR,POLICYBZR-EQ,EQ,0.05,,PB Fintech Limited,EQ,15-NOV-2021,2,1,INE417T01026,2
NSE,17651,1,POKARNA,POKARNA-EQ,EQ,0.05,,Pokarna Limited,EQ,07-JUL-2016,2,1,INE637C01025,2
NSE,19036,1,PODDARMENT,PODDARMENT-EQ,EQ,0.05,,Poddar Pigments Limited,EQ,22-NOV-2016,10,1,INE371C01013,10
NSE,19672,1,PODDARHOUS,PODDARHOUS-BZ,BZ,0.01,,Poddar Housing and Development Limited,BZ,10-APR-2017,10,1,INE888B01018,10
NSE,14385,1,POCL,POCL-EQ,EQ,0.05,,Pondy Oxides & Chemicals Limited,EQ,06-MAR-2023,10,1,INE063E01046,10
NSE,9385,1,PNCINFRA,PNCINFRA-EQ,EQ,0.05,,PNC Infratech Limited,EQ,26-MAY-2015,2,1,INE195J01029,2
NSE,9342,1,PNC,PNC-EQ,EQ,0.01,,Pritish Nandy Communications Limited,EQ,11-DEC-2000,10,1,INE392B01011,10
NSE,18908,1,PNBHOUSING,PNBHOUSING-EQ,EQ,0.05,,PNB Housing Finance Limited,EQ,07-NOV-2016,10,1,INE572E01012,10
NSE,8736,1,PNBGILTS,PNBGILTS-EQ,EQ,0.01,,PNB Gilts Limited,EQ,18-SEP-2000,10,1,INE859A01011,10
NSE,10666,1,PNB,PNB-EQ,EQ,0.01,,Punjab National Bank,EQ,24-APR-2002,2,1,INE160A01022,2
NSE,19458,1,PLAZACABLE,PLAZACABLE-EQ,EQ,0.01,,Plaza Wires Limited,EQ,12-OCT-2023,10,1,INE0INJ01017,10
NSE,22930,1,PLATIND,PLATIND-EQ,EQ,0.05,,Platinum Industries Limited,EQ,05-MAR-2024,10,1,INE0PT501018,10
NSE,13924,1,PLASTIBLEN,PLASTIBLEN-BE,BE,0.05,,Plastiblends India Limited,BE,28-DEC-2006,5,1,INE083C01022,5
NSE,10318,1,PKTEA,PKTEA-BE,BE,0.05,,The Peria Karamalai Tea & Produce Company Limited,BE,19-AUG-2015,10,1,INE431F01018,10
NSE,9087,1,PIXTRANS,PIXTRANS-EQ,EQ,0.05,,Pix Transmissions Limited,EQ,28-APR-2022,10,1,INE751B01018,10
NSE,14134,1,PITTIENG,PITTIENG-EQ,EQ,0.05,,Pitti Engineering Limited,EQ,02-FEB-2007,5,1,INE450D01021,5
NSE,13463,1,PIONEEREMB,PIONEEREMB-EQ,EQ,0.01,,Pioneer Embroideries Limited,EQ,16-MAY-2006,10,1,INE156C01018,10
NSE,30835,1,PILITA,PILITA-EQ,EQ,0.01,,PIL ITALICA LIFESTYLE LIMITED,EQ,07-OCT-2013,1,1,INE600A01035,1
NSE,11445,1,PILANIINVS,PILANIINVS-EQ,EQ,0.05,,Pilani Investment and Industries Corporation Limited,EQ,08-DEC-2015,10,1,INE417C01014,10
NSE,24184,1,PIIND,PIIND-EQ,EQ,0.05,,PI Industries Limited,EQ,15-JUN-2011,1,1,INE603J01030,1
NSE,15730,1,PIGL,PIGL-BE,BE,0.01,,Power & Instrumentation (Gujarat) Limited,BE,17-MAY-2023,10,1,INE557Z01018,10
NSE,2664,1,PIDILITIND,PIDILITIND-EQ,EQ,0.05,,Pidilite Industries Limited,EQ,29-MAR-1995,1,1,INE318A01026,1
NSE,14552,1,PHOENIXLTD,PHOENIXLTD-EQ,EQ,0.05,,The Phoenix Mills Limited,EQ,23-APR-2007,2,1,INE211B01039,2
