Exchange,Token,LotSize,Symbol,TradingSymbol,Instrument,TickSize,Unnamed: 7,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
NSE,17635,1,ZYDUSWELL,ZYDUSWELL-EQ,EQ,0.05,,Zydus Wellness Limited,EQ,13-NOV-2009,10,1,INE768C01010,10
NSE,7929,1,ZYDUSLIFE,ZYDUSLIFE-EQ,EQ,0.05,,Zydus Lifesciences Limited,EQ,18-APR-2000,1,1,INE010B01027,1
NSE,3827,1,ZUARIIND,ZUARIIND-EQ,EQ,0.05,,ZUARI INDUSTRIES LIMITED,EQ,12-APR-1995,10,1,INE217A01012,10
NSE,29050,1,ZUARI,ZUARI-EQ,EQ,0.01,,Zuari Agro Chemicals Limited,EQ,27-NOV-2012,10,1,INE840M01016,10
NSE,11394,1,ZOTA,ZOTA-EQ,EQ,0.05,,Zota Health Care LImited,EQ,19-AUG-2019,10,1,INE358U01012,10
NSE,5097,1,ZOMATO,ZOMATO-EQ,EQ,0.05,,Zomato Limited,EQ,23-JUL-2021,1,1,INE758T01015,1
NSE,7873,1,ZODIACLOTH,ZODIACLOTH-BE,BE,0.01,,Zodiac Clothing Company Limited,BE,27-SEP-1995,10,1,INE206B01013,10
NSE,7138,1,ZODIAC,ZODIAC-BE,BE,0.05,,Zodiac Energy Limited,BE,14-DEC-2021,10,1,INE761Y01019,10
NSE,12384,1,ZIMLAB,ZIMLAB-EQ,EQ,0.01,,Zim Laboratories Limited,EQ,25-NOV-2022,10,1,INE518E01015,10
NSE,16915,1,ZFCVINDIA,ZFCVINDIA-EQ,EQ,0.05,,ZF Commercial Vehicle Control Systems India Limited,EQ,01-OCT-2008,5,1,INE342J01019,5
NSE,7508,1,ZENTEC,ZENTEC-EQ,EQ,0.05,,Zen Technologies Limited,EQ,30-MAR-2015,1,1,INE251B01027,1
NSE,1076,1,ZENSARTECH,ZENSARTECH-EQ,EQ,0.05,,Zensar Technologies Limited,EQ,09-JUL-2003,2,1,INE520A01027,2
NSE,14566,1,ZENITHSTL,ZENITHSTL-BE,BE,0.01,,Zenith Steel Pipes & Industries Limited,BE,30-APR-2007,10,1,INE318D01020,10
NSE,8802,1,ZENITHEXPO,ZENITHEXPO-BE,BE,0.05,,Zenith Exports Limited,BE,10-JUL-1996,10,1,INE058B01018,10
NSE,14003,1,ZEEMEDIA,ZEEMEDIA-EQ,EQ,0.01,,Zee Media Corporation Limited,EQ,10-JAN-2007,1,1,INE966H01019,1
NSE,20856,1,ZEELEARN,ZEELEARN-BE,BE,0.01,,Zee Learn Limited,BE,20-DEC-2010,1,1,INE565L01011,1
NSE,3812,1,ZEEL,ZEEL-EQ,EQ,0.01,,Zee Entertainment Enterprises Limited,EQ,09-SEP-1998,1,1,INE256A01028,1
NSE,18608,1,ZAGGLE,ZAGGLE-EQ,EQ,0.05,,Zaggle Prepaid Ocean Services Limited,EQ,22-SEP-2023,1,1,INE07K301024,1
NSE,5501,1,YUKEN,YUKEN-EQ,EQ,0.05,,Yuken India Limited,EQ,02-SEP-2021,10,1,INE384C01016,10
NSE,11915,1,YESBANK,YESBANK-EQ,EQ,0.01,,Yes Bank Limited,EQ,12-JUL-2005,2,1,INE528G01035,2
NSE,18760,1,YATRA,YATRA-EQ,EQ,0.01,,Yatra Online Limited,EQ,28-SEP-2023,1,1,INE0JR601024,1
NSE,17738,1,YATHARTH,YATHARTH-EQ,EQ,0.05,,Yatharth Hospital & Trauma Care Services Limited,EQ,07-AUG-2023,10,1,INE0JO301016,10
NSE,18131,1,YASHO,YASHO-EQ,EQ,0.05,,Yasho Industries Limited,EQ,21-AUG-2023,10,1,INE616Z01012,10
NSE,25003,1,YAARI,YAARI-BE,BE,0.01,,Yaari Digital Integrated Services Limited,BE,18-AUG-2011,2,1,INE126M01010,2
NSE,11407,1,XPROINDIA,XPROINDIA-EQ,EQ,0.05,,Xpro India Limited,EQ,27-APR-2004,10,1,INE445C01015,10
NSE,8477,1,XELPMOC,XELPMOC-EQ,EQ,0.01,,Xelpmoc Design And Tech Limited,EQ,04-FEB-2019,10,1,INE01P501012,10
NSE,11705,1,XCHANGING,XCHANGING-EQ,EQ,0.01,,Xchanging Solutions Limited,EQ,09-MAR-2005,10,1,INE692G01013,10
NSE,3799,1,WSTCSTPAPR,WSTCSTPAPR-EQ,EQ,0.05,,West Coast Paper Mills Limited,EQ,17-JAN-2001,2,1,INE976A01021,2
NSE,14828,1,WSI,WSI-EQ,EQ,0.01,,W S Industries (I) Limited,EQ,01-AUG-2007,10,1,INE100D01014,10
NSE,22277,1,WORTH,WORTH-EQ,EQ,0.01,,Worth Peripherals Limited,EQ,04-AUG-2020,10,1,INE196Y01018,10
NSE,3002,1,WONDERLA,WONDERLA-EQ,EQ,0.05,,Wonderla Holidays Limited,EQ,09-MAY-2014,10,1,INE066O01014,10
NSE,7497,1,WOCKPHARMA,WOCKPHARMA-BE,BE,0.05,,Wockhardt Limited,BE,23-FEB-2000,5,1,INE049B01025,5
NSE,3787,1,WIPRO,WIPRO-EQ,EQ,0.05,,Wipro Limited,EQ,08-NOV-1995,2,1,INE075A01022,2
NSE,20491,1,WIPL,WIPL-BE,BE,0.01,,The Western India Plywoods Limited,BE,17-APR-2017,10,1,INE215F01023,10
NSE,25045,1,WINSOME,WINSOME-BE,BE,0.01,,Winsome Yarns Limited,BE,25-AUG-2011,10,1,INE784B01035,10
NSE,24969,1,WINDMACHIN,WINDMACHIN-EQ,EQ,0.01,,Windsor Machines Limited,EQ,17-AUG-2011,2,1,INE052A01021,2
NSE,5366,1,WINDLAS,WINDLAS-EQ,EQ,0.05,,Windlas Biotech Limited,EQ,16-AUG-2021,5,1,INE0H5O01029,5
NSE,3772,1,WILLAMAGOR,WILLAMAGOR-EQ,EQ,0.01,,Williamson Magor & Company Limited,EQ,08-FEB-1995,10,1,INE210A01017,10
NSE,18011,1,WHIRLPOOL,WHIRLPOOL-EQ,EQ,0.05,,Whirlpool of India Limited,EQ,06-APR-2010,10,1,INE716A01013,10
NSE,3766,1,WHEELS,WHEELS-EQ,EQ,0.05,,Wheels India Limited,EQ,07-APR-2000,10,1,INE715A01015,10
NSE,9865,1,WEWIN,WEWIN-BE,BE,0.01,,WE WIN LIMITED,BE,15-JUN-2022,10,1,INE082W01014,10
NSE,11580,1,WESTLIFE,WESTLIFE-EQ,EQ,0.05,,WESTLIFE FOODWORLD LIMITED,EQ,05-JUN-2023,2,1,INE274F01020,2
NSE,4235,1,WENDT,WENDT-EQ,EQ,0.05,,Wendt (India) Limited,EQ,07-AUG-2006,10,1,INE274C01019,10
NSE,11253,1,WELSPUNLIV,WELSPUNLIV-EQ,EQ,0.01,,Welspun Living Limited,EQ,04-DEC-2003,1,1,INE192B01031,1
NSE,19800,1,WELINV,WELINV-EQ,EQ,0.05,,Welspun Investments and Commercials Limited,EQ,20-SEP-2010,10,1,INE389K01018,10
NSE,11626,1,WELENT,WELENT-EQ,EQ,0.05,,Welspun Enterprises Limited,EQ,04-NOV-2004,10,1,INE625G01013,10
NSE,11821,1,WELCORP,WELCORP-EQ,EQ,0.05,,Welspun Corp Limited,EQ,24-MAY-2005,5,1,INE191B01025,5
NSE,7835,1,WEL,WEL-EQ,EQ,0.05,,Wonder Electricals Limited,EQ,17-JAN-2022,10,1,INE02WG01016,10
NSE,4945,1,WEIZMANIND,WEIZMANIND-BE,BE,0.01,,Weizmann Limited,BE,10-MAY-1995,10,1,INE080A01014,10
NSE,14606,1,WEBELSOLAR,WEBELSOLAR-BE,BE,0.05,,Websol Energy System Limited,BE,15-MAY-2007,10,1,INE855C01015,10
NSE,1933,1,WEALTH,WEALTH-BE,BE,0.05,,Wealth First Portfolio Managers Limited,BE,20-JAN-2021,10,1,INE658T01017,10
NSE,14067,1,WANBURY,WANBURY-BE,BE,0.01,,Wanbury Limited,BE,29-JAN-2007,10,1,INE107F01022,10
NSE,3736,1,WALCHANNAG,WALCHANNAG-EQ,EQ,0.05,,Walchandnagar Industries Limited,EQ,18-SEP-1996,2,1,INE711A01022,2
NSE,20188,1,WABAG,WABAG-EQ,EQ,0.05,,VA Tech Wabag Limited,EQ,13-OCT-2010,2,1,INE956G01038,2
NSE,2073,1,VTL,VTL-EQ,EQ,0.05,,Vardhman Textiles Limited,EQ,14-JAN-2003,2,1,INE825A01020,2
NSE,24292,1,VSTTILLERS,VSTTILLERS-EQ,EQ,0.05,,V.S.T Tillers Tractors Limited,EQ,20-JUN-2011,10,1,INE764D01017,10
NSE,22731,1,VSTL,VSTL-BE,BE,0.05,,Vibhor Steel Tubes Limited,BE,20-FEB-2024,10,1,INE0QTF01015,10
NSE,3724,1,VSTIND,VSTIND-EQ,EQ,0.05,,VST Industries Limited,EQ,05-SEP-2003,10,1,INE710A01016,10
NSE,27067,1,VSSL,VSSL-EQ,EQ,0.05,,Vardhman Special Steels Limited,EQ,17-MAY-2012,10,1,INE050M01012,10
NSE,8696,1,VRLLOG,VRLLOG-EQ,EQ,0.05,,VRL Logistics Limited,EQ,30-APR-2015,10,1,INE366I01010,10
NSE,24321,1,VRAJ,VRAJ-EQ,EQ,0.01,,Vraj Iron and Steel Limited,EQ,03-JUL-2024,10,1,INE0S2V01010,10
NSE,18341,1,VPRPL,VPRPL-EQ,EQ,0.01,,Vishnu Prakash R Punglia Limited,EQ,05-SEP-2023,10,1,INE0AE001013,10
NSE,3718,1,VOLTAS,VOLTAS-EQ,EQ,0.05,,Voltas Limited,EQ,12-APR-1995,1,1,INE226A01021,1
NSE,13577,1,VOLTAMP,VOLTAMP-EQ,EQ,0.05,,Voltamp Transformers Limited,EQ,20-SEP-2006,10,1,INE540H01012,10
NSE,29284,1,VMART,VMART-EQ,EQ,0.05,,V-Mart Retail Limited,EQ,20-FEB-2013,10,1,INE665J01013,10
NSE,3715,1,VLSFINANCE,VLSFINANCE-EQ,EQ,0.05,,VLS Finance Limited,EQ,25-MAY-1995,10,1,INE709A01018,10
NSE,18012,1,VLEGOV,VLEGOV-EQ,EQ,0.01,,VL E-Governance & IT Solutions Limited,EQ,14-AUG-2023,10,1,INE03HW01020,10
NSE,29877,1,VIVIDHA,VIVIDHA-EQ,EQ,0.01,,Visagar Polytex Limited,EQ,21-MAY-2013,1,1,INE370E01029,1
NSE,13702,1,VISHWARAJ,VISHWARAJ-EQ,EQ,0.01,,Vishwaraj Sugar Industries Limited,EQ,15-OCT-2019,2,1,INE430N01022,2
NSE,6908,1,VISHNU,VISHNU-EQ,EQ,0.05,,Vishnu Chemicals Limited,EQ,05-MAR-2015,2,1,INE270I01022,2
NSE,13298,1,VISASTEEL,VISASTEEL-BE,BE,0.01,,Visa Steel Limited,BE,17-MAR-2006,10,1,INE286H01012,10
NSE,4221,1,VISAKAIND,VISAKAIND-EQ,EQ,0.01,,Visaka Industries Limited,EQ,28-AUG-1996,2,1,INE392A01021,2
NSE,15295,1,VIRINCHI,VIRINCHI-EQ,EQ,0.01,,Virinchi Limited,EQ,03-MAY-2023,10,1,INE539B01017,10
NSE,8424,1,VIPULLTD,VIPULLTD-EQ,EQ,0.01,,Vipul Limited,EQ,23-APR-2015,1,1,INE946H01037,1
NSE,3703,1,VIPIND,VIPIND-EQ,EQ,0.05,,VIP Industries Limited,EQ,02-MAR-2005,2,1,INE054A01027,2
NSE,14847,1,VIPCLOTHNG,VIPCLOTHNG-BE,BE,0.01,,VIP Clothing Limited,BE,06-AUG-2007,2,1,INE450G01024,2
NSE,16821,1,VINYLINDIA,VINYLINDIA-EQ,EQ,0.05,,Vinyl Chemicals (India) Limited,EQ,21-JUL-2008,1,1,INE250B01029,1
NSE,12506,1,VINNY,VINNY-BE,BE,0.01,,Vinny Overseas Limited,BE,28-NOV-2022,1,1,INE01KI01027,1
NSE,3807,1,VINEETLAB,VINEETLAB-EQ,EQ,0.01,,Vineet Laboratories Limited,EQ,15-JUN-2021,10,1,INE505Y01010,10
NSE,3694,1,VINDHYATEL,VINDHYATEL-EQ,EQ,0.05,,Vindhya Telelinks Limited,EQ,08-FEB-1995,10,1,INE707A01012,10
NSE,17364,1,VINATIORGA,VINATIORGA-EQ,EQ,0.05,,Vinati Organics Limited,EQ,28-JUL-2009,1,1,INE410B01037,1
NSE,13101,1,VIMTALABS,VIMTALABS-EQ,EQ,0.05,,Vimta Labs Limited,EQ,15-DEC-2005,2,1,INE579C01029,2
NSE,9931,1,VIKASLIFE,VIKASLIFE-EQ,EQ,0.01,,Vikas Lifecare Limited,EQ,08-MAY-2019,1,1,INE161L01027,1
NSE,25756,1,VIKASECO,VIKASECO-EQ,EQ,0.01,,Vikas EcoTech Limited,EQ,12-DEC-2011,1,1,INE806A01020,1
NSE,17695,1,VIJIFIN,VIJIFIN-BE,BE,0.01,,Viji Finance Limited,BE,11-JUL-2016,1,1,INE159N01027,1
NSE,5585,1,VIJAYA,VIJAYA-EQ,EQ,0.05,,Vijaya Diagnostic Centre Limited,EQ,14-SEP-2021,1,1,INE043W01024,1
NSE,13536,1,VIDHIING,VIDHIING-EQ,EQ,0.05,,Vidhi Specialty Food Ingredients Limited,EQ,02-MAR-2016,1,1,INE632C01026,1
NSE,23386,1,VHLTD,VHLTD-BE,BE,0.01,,Viceroy Hotels Limited,BE,03-APR-2024,10,1,INE048C01025,10
NSE,11892,1,VHL,VHL-EQ,EQ,0.05,,Vardhman Holdings Limited,EQ,30-JUN-2005,10,1,INE701A01023,10
NSE,15362,1,VGUARD,VGUARD-EQ,EQ,0.05,,V-Guard Industries Limited,EQ,13-MAR-2008,1,1,INE951I01027,1
NSE,8660,1,VETO,VETO-BE,BE,0.01,,Veto Switchgears And Cables Limited,BE,29-APR-2015,10,1,INE918N01018,10
NSE,3676,1,VESUVIUS,VESUVIUS-EQ,EQ,0.05,,Vesuvius India Limited,EQ,04-OCT-2002,10,1,INE386A01015,10
NSE,18863,1,VERTOZ,VERTOZ-EQ,EQ,0.01,,Vertoz Limited,EQ,14-MAY-2020,1,1,INE188Y01023,1
NSE,8904,1,VERANDA,VERANDA-BE,BE,0.05,,Veranda Learning Solutions Limited,BE,11-APR-2022,10,1,INE0IQ001011,10
NSE,13859,1,VENUSREM,VENUSREM-EQ,EQ,0.05,,Venus Remedies Limited,EQ,20-DEC-2006,10,1,INE411B01019,10
NSE,9592,1,VENUSPIPES,VENUSPIPES-EQ,EQ,0.05,,Venus Pipes & Tubes Limited,EQ,24-MAY-2022,10,1,INE0JA001018,10
NSE,3757,1,VENKEYS,VENKEYS-EQ,EQ,0.05,,Venky's (India) Limited,EQ,28-JUL-2003,10,1,INE398A01010,10
NSE,3063,1,VEDL,VEDL-EQ,EQ,0.05,,Vedanta Limited,EQ,13-MAY-1998,1,1,INE205A01025,1
NSE,9027,1,VCL,VCL-BE,BE,0.01,,Vaxtex Cotfab Limited,BE,19-APR-2022,1,1,INE098201036,1
NSE,18921,1,VBL,VBL-EQ,EQ,0.05,,Varun Beverages Limited,EQ,08-NOV-2016,5,1,INE200M01021,5
NSE,25340,1,VASWANI,VASWANI-EQ,EQ,0.01,,Vaswani Industries Limited,EQ,20-SEP-2011,10,1,INE590L01019,10
NSE,18110,1,VASCONEQ,VASCONEQ-EQ,EQ,0.01,,Vascon Engineers Limited,EQ,15-FEB-2010,10,1,INE893I01013,10
NSE,3857,1,VARROC,VARROC-EQ,EQ,0.05,,Varroc Engineering Limited,EQ,06-JUL-2018,1,1,INE665L01035,1
NSE,6893,1,VARDMNPOLY,VARDMNPOLY-BE,BE,0.01,,Vardhman Polytex Limited,BE,12-MAY-2003,1,1,INE835A01029,1
NSE,11220,1,VARDHACRLC,VARDHACRLC-EQ,EQ,0.01,,Vardhman Acrylics Limited,EQ,30-SEP-2003,10,1,INE116G01013,10
NSE,330,1,VALIANTORG,VALIANTORG-EQ,EQ,0.05,,Valiant Organics Limited,EQ,23-JUL-2021,10,1,INE565V01010,10
NSE,19218,1,VALIANTLAB,VALIANTLAB-EQ,EQ,0.01,,Valiant Laboratories Limited,EQ,06-OCT-2023,10,1,INE0JWS01017,10
NSE,13342,1,VAKRANGEE,VAKRANGEE-EQ,EQ,0.01,,Vakrangee Limited,EQ,03-APR-2006,1,1,INE051B01021,1
NSE,16589,1,VAISHALI,VAISHALI-EQ,EQ,0.01,,Vaishali Pharma Limited,EQ,15-JAN-2020,10,1,INE972X01014,10
NSE,11364,1,VAIBHAVGBL,VAIBHAVGBL-EQ,EQ,0.05,,Vaibhav Global Limited,EQ,05-APR-2004,2,1,INE884A01027,2
NSE,24196,1,VADILALIND,VADILALIND-EQ,EQ,0.05,,Vadilal Industries Limited,EQ,15-JUN-2011,10,1,INE694D01016,10
NSE,14770,1,V2RETAIL,V2RETAIL-BE,BE,0.05,,V2 Retail Limited,BE,04-JUL-2007,10,1,INE945H01013,10
NSE,13376,1,UTTAMSUGAR,UTTAMSUGAR-EQ,EQ,0.05,,Uttam Sugar Mills Limited,EQ,10-APR-2006,10,1,INE786F01031,10
NSE,17358,1,UTKARSHBNK,UTKARSHBNK-EQ,EQ,0.01,,Utkarsh Small Finance Bank Limited,EQ,21-JUL-2023,10,1,INE735W01017,10
NSE,527,1,UTIAMC,UTIAMC-EQ,EQ,0.05,,UTI Asset Management Company Limited,EQ,12-OCT-2020,10,1,INE094J01016,10
NSE,14872,1,USK,USK-BE,BE,0.01,,Udayshivakumar Infra Limited,BE,03-APR-2023,10,1,INE0N0Y01013,10
NSE,8840,1,USHAMART,USHAMART-EQ,EQ,0.05,,Usha Martin Limited,EQ,11-OCT-2000,1,1,INE228A01035,1
NSE,20203,1,URJA,URJA-EQ,EQ,0.01,,Urja Global Limited,EQ,28-MAR-2017,1,1,INE550C01020,1
NSE,17081,1,URAVI,URAVI-BE,BE,0.05,,Uravi T and Wedge Lamps Limited,BE,05-JUL-2023,10,1,INE568Z01015,10
NSE,11287,1,UPL,UPL-EQ,EQ,0.05,,UPL Limited,EQ,23-JAN-2004,2,1,INE628A01036,2
NSE,14154,1,UNOMINDA,UNOMINDA-EQ,EQ,0.05,,UNO Minda Limited,EQ,02-FEB-2007,2,1,INE405E01023,2
NSE,17659,1,UNIVPHOTO,UNIVPHOTO-EQ,EQ,0.05,,Universus Photo Imagings Limited,EQ,14-FEB-2020,10,1,INE03V001013,10
NSE,3607,1,UNIVCABLES,UNIVCABLES-EQ,EQ,0.05,,Universal Cables Limited,EQ,17-MAY-1995,10,1,INE279A01012,10
NSE,18977,1,UNIVASTU,UNIVASTU-EQ,EQ,0.01,,Univastu India Limited,EQ,22-JUN-2020,10,1,INE562X01013,10
NSE,17999,1,UNITEDTEA,UNITEDTEA-EQ,EQ,0.05,,The United Nilgiri Tea Estates Company Limited,EQ,28-JAN-2015,10,1,INE458F01011,10
NSE,7560,1,UNITEDPOLY,UNITEDPOLY-EQ,EQ,0.01,,United Polyfab Gujarat Limited,EQ,31-DEC-2021,10,1,INE368U01011,10
NSE,8893,1,UNITECH,UNITECH-BZ,BZ,0.01,,Unitech Limited,BZ,08-SEP-1999,2,1,INE694A01020,2
NSE,10447,1,UNITDSPR,UNITDSPR-EQ,EQ,0.05,,United Spirits Limited,EQ,27-SEP-2001,2,1,INE854D01024,2
NSE,13057,1,UNIPARTS,UNIPARTS-EQ,EQ,0.05,,Uniparts India Limited,EQ,12-DEC-2022,10,1,INE244O01017,10
NSE,10753,1,UNIONBANK,UNIONBANK-EQ,EQ,0.01,,Union Bank of India,EQ,24-SEP-2002,10,1,INE692A01016,10
NSE,7791,1,UNIINFO,UNIINFO-EQ,EQ,0.01,,Uniinfo Telecom Services Limited,EQ,12-JAN-2022,10,1,INE481Z01011,10
NSE,11293,1,UNIENTER,UNIENTER-EQ,EQ,0.01,,Uniphos Enterprises Limited,EQ,23-JAN-2004,2,1,INE037A01022,2
NSE,24809,1,UNIECOM,UNIECOM-EQ,EQ,0.01,,Unicommerce Esolutions Limited,EQ,13-AUG-2024,1,1,INE00U401027,1
NSE,201,1,UNIDT,UNIDT-EQ,EQ,0.05,,United Drilling Tools Limited,EQ,25-SEP-2020,10,1,INE961D01019,10
NSE,3579,1,UNICHEMLAB,UNICHEMLAB-EQ,EQ,0.05,,Unichem Laboratories Limited,EQ,07-FEB-2001,2,1,INE351A01035,2
NSE,19145,1,UMESLTD,UMESLTD-BE,BE,0.01,,Usha Martin Education & Solutions Limited,BE,12-JUL-2010,1,1,INE240C01028,1
NSE,11392,1,UMANGDAIRY,UMANGDAIRY-BE,BE,0.01,,Umang Dairies Limited,BE,02-DEC-2015,5,1,INE864B01027,5
NSE,8845,1,UMAEXPORTS,UMAEXPORTS-BE,BE,0.01,,Uma Exports Limited,BE,07-APR-2022,10,1,INE0GIU01018,10
NSE,11532,1,ULTRACEMCO,ULTRACEMCO-EQ,EQ,0.05,,UltraTech Cement Limited,EQ,24-AUG-2004,10,1,INE481G01011,10
NSE,15228,1,UJJIVANSFB,UJJIVANSFB-EQ,EQ,0.01,,Ujjivan Small Finance Bank Limited,EQ,12-DEC-2019,10,1,INE551W01018,10
NSE,5313,1,UGROCAP,UGROCAP-EQ,EQ,0.01,,Ugro Capital Limited,EQ,11-AUG-2021,10,1,INE583D01011,10
NSE,19578,1,UGARSUGAR,UGARSUGAR-EQ,EQ,0.01,,The Ugar Sugar Works Limited,EQ,23-AUG-2010,1,1,INE071E01023,1
NSE,9039,1,UFO,UFO-EQ,EQ,0.01,,UFO Moviez India Limited,EQ,14-MAY-2015,10,1,INE527H01019,10
NSE,1053,1,UFLEX,UFLEX-EQ,EQ,0.05,,UFLEX Limited,EQ,23-AUG-1995,10,1,INE516A01017,10
NSE,19113,1,UDS,UDS-EQ,EQ,0.05,,Updater Services Limited,EQ,04-OCT-2023,10,1,INE851I01011,10
NSE,7276,1,UDAICEMENT,UDAICEMENT-EQ,EQ,0.01,,Udaipur Cement Works Limited,EQ,23-APR-2024,4,1,INE225C01029,4
NSE,11223,1,UCOBANK,UCOBANK-EQ,EQ,0.01,,UCO Bank,EQ,09-OCT-2003,10,1,INE691A01018,10
NSE,3570,1,UCAL,UCAL-EQ,EQ,0.01,,UCAL LIMITED,EQ,13-SEP-1995,10,1,INE139B01016,10
NSE,16713,1,UBL,UBL-EQ,EQ,0.05,,United Breweries Limited,EQ,28-JUL-2008,1,1,INE686F01025,1
NSE,18508,1,TVVISION,TVVISION-BE,BE,0.01,,TV Vision Limited,BE,15-SEP-2016,10,1,INE871L01013,10
NSE,11275,1,TVTODAY,TVTODAY-EQ,EQ,0.05,,TV Today Network Limited,EQ,16-JAN-2004,5,1,INE038F01029,5
NSE,14245,1,TVSSRICHAK,TVSSRICHAK-EQ,EQ,0.05,,TVS Srichakra Limited,EQ,13-FEB-2007,10,1,INE421C01016,10
NSE,18151,1,TVSSCS,TVSSCS-EQ,EQ,0.01,,TVS Supply Chain Solutions Limited,EQ,23-AUG-2023,1,1,INE395N01027,1
NSE,8479,1,TVSMOTOR,TVSMOTOR-EQ,EQ,0.05,,TVS Motor Company Limited,EQ,02-AUG-2000,1,1,INE494B01023,1
NSE,29008,1,TVSHLTD,TVSHLTD-EQ,EQ,0.05,,TVS Holdings Limited,EQ,23-OCT-2012,5,1,INE105A01035,5
NSE,13120,1,TVSELECT,TVSELECT-BE,BE,0.05,,TVS Electronics Limited,BE,26-DEC-2003,10,1,INE236G01019,10
NSE,14208,1,TV18BRDCST,TV18BRDCST-EQ,EQ,0.01,,TV18 Broadcast Limited,EQ,08-FEB-2007,2,1,INE886H01027,2
NSE,8954,1,TTML,TTML-EQ,EQ,0.01,,Tata Teleservices (Maharashtra) Limited,EQ,20-OCT-2000,10,1,INE517B01013,10
NSE,14314,1,TTL,TTL-EQ,EQ,0.01,,T T Limited,EQ,22-FEB-2007,10,1,INE592B01016,10
NSE,3546,1,TTKPRESTIG,TTKPRESTIG-EQ,EQ,0.05,,TTK Prestige Limited,EQ,22-DEC-1999,1,1,INE690A01028,1
NSE,11369,1,TTKHLTCARE,TTKHLTCARE-EQ,EQ,0.05,,TTK Healthcare Limited,EQ,02-DEC-2015,10,1,INE910C01018,10
NSE,9378,1,TRU,TRU-EQ,EQ,0.01,,TruCap Finance Limited,EQ,20-JUN-2023,2,1,INE615R01029,2
NSE,13081,1,TRIVENI,TRIVENI-EQ,EQ,0.05,,Triveni Engineering & Industries Limited,EQ,13-DEC-2005,1,1,INE256C01024,1
NSE,25584,1,TRITURBINE,TRITURBINE-EQ,EQ,0.05,,Triveni Turbine Limited,EQ,28-OCT-2011,1,1,INE152M01016,1
NSE,7366,1,TRIGYN,TRIGYN-BE,BE,0.01,,Trigyn Technologies Limited,BE,09-APR-1998,10,1,INE948A01012,10
NSE,9685,1,TRIDENT,TRIDENT-EQ,EQ,0.01,,Trident Limited,EQ,21-FEB-2001,1,1,INE064C01022,1
NSE,17987,1,TRF,TRF-EQ,EQ,0.05,,TRF Limited,EQ,26-MAR-2010,10,1,INE391D01019,10
NSE,1964,1,TRENT,TRENT-EQ,EQ,0.05,,Trent Limited,EQ,07-JUN-2004,1,1,INE849A01020,1
NSE,17795,1,TREL,TREL-EQ,EQ,0.01,,Transindia Real Estate Limited,EQ,10-AUG-2023,2,1,INE0O3901029,2
NSE,7518,1,TREJHARA,TREJHARA-EQ,EQ,0.01,,TREJHARA SOLUTIONS LIMITED,EQ,28-DEC-2018,10,1,INE00CA01015,10
NSE,25082,1,TREEHOUSE,TREEHOUSE-EQ,EQ,0.01,,Tree House Education & Accessories Limited,EQ,26-AUG-2011,10,1,INE040M01013,10
NSE,11582,1,TRACXN,TRACXN-EQ,EQ,0.01,,Tracxn Technologies Limited,EQ,20-OCT-2022,1,1,INE0HMF01019,1
NSE,9223,1,TPLPLASTEH,TPLPLASTEH-BE,BE,0.01,,TPL Plastech Limited,BE,20-MAY-2015,2,1,INE413G01022,2
NSE,17000,1,TPHQ,TPHQ-BE,BE,0.01,,Teamo Productions HQ Limited,BE,30-JAN-2009,1,1,INE065J01024,1
NSE,16910,1,TOUCHWOOD,TOUCHWOOD-BE,BE,0.01,,Touchwood Entertainment Limited,BE,21-JAN-2020,10,1,INE486Y01013,10
NSE,22425,1,TOTAL,TOTAL-BE,BE,0.01,,Total Transport Systems Limited,BE,28-AUG-2020,10,1,INE336X01012,10
NSE,13786,1,TORNTPOWER,TORNTPOWER-EQ,EQ,0.05,,Torrent Power Limited,EQ,28-NOV-2006,10,1,INE813H01021,10
NSE,3518,1,TORNTPHARM,TORNTPHARM-EQ,EQ,0.05,,Torrent Pharmaceuticals Limited,EQ,25-NOV-2002,5,1,INE685A01028,5
NSE,9710,1,TOKYOPLAST,TOKYOPLAST-BE,BE,0.01,,Tokyo Plast International Limited,BE,11-OCT-1995,10,1,INE932C01012,10
NSE,9884,1,TNTELE,TNTELE-BE,BE,0.01,,Tamilnadu Telecommunication Limited,BE,04-FEB-2003,10,1,INE141D01018,10
NSE,3980,1,TNPL,TNPL-EQ,EQ,0.01,,Tamil Nadu Newsprint & Papers Limited,EQ,14-FEB-1996,10,1,INE107A01015,10
NSE,3509,1,TNPETRO,TNPETRO-EQ,EQ,0.01,,Tamilnadu PetroProducts Limited,EQ,27-OCT-1999,10,1,INE148A01019,10
NSE,10945,1,TMB,TMB-EQ,EQ,0.05,,Tamilnad Mercantile Bank Limited,EQ,15-SEP-2022,10,1,INE668A01016,10
NSE,3506,1,TITAN,TITAN-EQ,EQ,0.05,,Titan Company Limited,EQ,24-SEP-2004,1,1,INE280A01028,1
NSE,15414,1,TITAGARH,TITAGARH-EQ,EQ,0.05,,TITAGARH RAIL SYSTEMS LIMITED,EQ,21-APR-2008,2,1,INE615H01020,2
NSE,22284,1,TIRUPATIFL,TIRUPATIFL-BE,BE,0.01,,Tirupati Forge Limited,BE,04-AUG-2020,2,1,INE319Y01024,2
